area,bedrooms,bathrooms,age,latitude,longitude,zipcode,price
2044.5,6,1.0,67.5,33.6454,-117.2279,Z118,552168.82
1532.1,3,1.0,11.9,32.7665,-115.9382,Z109,416688.22
961.1,1,3.0,30.0,33.5439,-124.0709,Z121,299942.55
1142.3,3,2.5,74.3,41.1858,-121.3809,Z108,313950.41
1839.8,1,2.0,49.9,33.9961,-121.0979,Z123,485597.16
1134.8,2,4.0,30.5,37.94,-115.5269,Z117,318826.5
1608.2,3,2.5,36.5,34.662,-116.3063,Z116,313506.31
1522.8,2,1.0,76.1,32.696,-117.6076,Z123,344637.34
1174.2,3,4.5,50.2,33.3039,-116.0504,Z104,389488.96
2572.0,3,1.0,28.2,39.2431,-119.739,Z101,620424.66
1817.0,2,3.0,32.3,34.2325,-115.3138,Z109,463483.73
487.4,5,1.5,4.8,34.6768,-122.0407,Z100,272576.33
1593.2,1,3.0,19.1,36.0839,-117.1019,Z126,414720.41
1169.1,3,2.5,10.7,38.7438,-121.9616,Z107,401733.35
1926.2,3,2.5,17.0,36.959,-124.0814,Z107,485275.73
1103.7,3,2.5,32.6,41.4738,-121.5164,Z105,331668.66
1442.6,4,2.5,4.8,36.6247,-119.3245,Z120,365312.06
1752.5,4,1.0,0.5,34.3917,-115.6439,Z104,463222.42
1932.9,1,2.0,15.2,37.5934,-119.157,Z121,576185.59
899.9,4,2.5,11.7,36.7835,-122.6189,Z120,264034.48
1332.7,2,2.0,16.4,39.9778,-114.076,Z117,242756.49
1262.5,1,1.0,80.3,41.3837,-121.6642,Z106,341038.52
1173.3,3,2.5,36.8,40.4448,-114.1544,Z103,356491.0
2382.7,4,3.5,11.9,36.1959,-114.6685,Z122,479268.86
1702.5,1,2.0,5.9,34.5531,-118.8044,Z100,425337.94
869.6,4,1.5,28.9,41.1876,-123.5344,Z121,316194.13
1958.9,3,1.0,32.2,36.1664,-117.1981,Z101,499310.24
2561.1,4,1.0,19.8,39.817,-115.62,Z118,678610.37
2016.2,1,1.0,7.2,41.9005,-119.8243,Z102,565584.34
740.3,2,2.0,0.9,37.9857,-121.9901,Z125,235085.56
1257.9,6,1.5,9.3,37.0589,-116.0703,Z100,372646.33
2133.5,4,1.0,18.3,39.1488,-118.7767,Z129,458405.84
1146.2,4,1.5,46.5,34.3423,-122.4249,Z120,291841.1
1721.9,2,3.0,57.7,37.1383,-114.5298,Z112,384666.06
1887.3,1,1.0,16.0,35.4671,-114.545,Z107,450698.11
1036.5,2,1.0,47.7,34.0602,-120.646,Z111,178220.77
1470.2,3,1.5,120.0,38.2963,-123.828,Z129,333282.42
300.0,2,2.0,37.8,37.9692,-117.8767,Z107,148362.48
987.8,4,2.5,39.1,39.7314,-121.1691,Z125,278655.07
1373.7,3,1.5,72.1,40.7932,-123.8033,Z127,455161.26
876.1,3,1.5,12.4,34.5936,-115.136,Z126,303104.11
2316.2,1,2.0,0.3,39.9072,-114.0198,Z106,566370.28
784.9,3,2.5,120.0,35.9902,-120.8207,Z122,240787.17
1280.0,4,1.0,20.2,38.4737,-116.6802,Z107,375162.86
1565.4,3,3.5,46.2,40.5773,-123.8094,Z128,440124.86
2220.6,2,3.0,50.2,34.9338,-120.6181,Z123,582285.75
782.1,2,3.0,15.2,38.2091,-123.3581,Z114,170057.41
2081.6,4,1.5,23.4,37.063,-123.9188,Z129,500050.78
1505.1,1,1.0,23.3,40.0105,-118.3177,Z120,278988.62
1009.2,4,1.5,7.5,39.1238,-116.0787,Z106,294825.41
1731.1,1,3.0,3.8,39.8115,-119.7438,Z111,370659.78
1599.5,2,1.0,23.5,35.2355,-118.9961,Z117,381883.4
1199.9,1,1.0,3.8,39.1914,-121.6573,Z103,306411.96
1534.9,1,2.0,12.7,38.2552,-116.7679,Z105,392779.43
1307.3,2,4.0,6.2,36.8385,-120.7087,Z110,390528.76
1556.8,4,4.5,36.8,36.0943,-123.7913,Z129,410374.85
1831.1,3,1.0,61.7,35.6502,-122.7622,Z109,500800.04
2293.0,4,6.0,25.9,32.5919,-123.1511,Z129,649562.2
881.1,2,1.0,15.8,34.1108,-119.9233,Z118,219231.58
2566.5,3,1.0,120.0,33.0603,-123.8153,Z117,559344.26
524.0,5,1.0,0.6,40.5594,-116.0319,Z111,262954.55
1424.1,5,1.0,10.9,40.6708,-114.9659,Z116,410245.5
1794.2,3,1.0,9.8,40.5388,-121.8919,Z119,499379.33
1640.5,4,4.5,13.2,40.2702,-119.4021,Z101,360844.05
1188.7,4,1.5,7.9,34.6026,-119.0498,Z129,388183.7
1395.9,3,2.5,9.2,37.172,-114.1575,Z118,473005.15
1253.5,2,2.0,8.9,41.1245,-123.811,Z111,327955.44
1205.3,3,1.5,21.1,39.7179,-117.4872,Z125,376611.0
1924.8,3,3.5,14.9,32.5173,-120.8695,Z110,568528.91
1678.5,5,1.5,30.6,36.8646,-119.231,Z114,433254.55
1153.5,3,1.0,21.7,32.6014,-122.2211,Z110,384303.92
1949.8,2,3.0,6.1,35.1663,-122.8175,Z110,456800.5
1653.6,4,4.5,49.8,36.6397,-121.9426,Z121,562674.68
1906.4,4,1.5,19.2,40.9825,-123.7517,Z109,547096.47
1814.8,1,2.0,5.0,38.7167,-121.5801,Z118,507783.78
1085.5,5,2.5,5.5,35.9436,-117.2513,Z102,383032.93
1219.9,2,2.0,47.8,37.1612,-117.6594,Z103,280879.28
1873.6,1,1.0,36.4,40.2652,-118.6778,Z102,372564.92
1805.2,2,2.0,21.2,35.3467,-124.4959,Z114,423558.7
1489.5,5,1.0,11.0,38.3428,-123.1793,Z105,409230.64
1558.7,4,2.5,18.5,34.9913,-115.6499,Z108,430735.0
2138.8,5,4.5,30.4,37.0597,-121.6467,Z107,586611.07
1204.2,4,1.5,63.4,32.7343,-114.9219,Z101,292287.84
1773.5,1,1.0,24.3,40.5966,-115.3173,Z118,436137.59
1398.9,2,1.0,9.7,32.9593,-122.8733,Z114,300720.94
1391.2,1,2.0,1.3,34.6314,-115.0694,Z107,355350.28
2049.4,4,3.5,5.8,35.6684,-117.9077,Z118,509173.73
1912.7,2,1.0,31.5,38.439,-117.882,Z104,457798.65
1906.8,2,3.0,5.2,39.3403,-115.5469,Z111,467730.67
2152.7,3,4.5,19.7,33.2643,-120.2469,Z126,461569.6
1510.5,4,1.5,36.0,32.9129,-116.7797,Z111,355891.68
1841.0,2,2.0,11.1,40.0904,-117.4885,Z127,484667.06
1344.9,3,3.5,33.2,39.2656,-116.3991,Z108,368709.0
1662.1,4,3.5,26.1,40.3997,-117.568,Z117,434455.16
1434.9,2,1.0,17.3,38.9271,-123.6594,Z124,407383.12
1548.5,3,2.5,68.3,39.6346,-121.4265,Z109,408997.45
1797.6,2,3.0,35.3,36.1009,-114.6308,Z104,397165.26
1090.9,5,4.5,13.4,38.1068,-122.154,Z114,244422.77
2546.2,7,2.5,48.9,40.1512,-119.5413,Z124,650257.42
997.0,4,1.5,40.2,34.1351,-120.7523,Z119,259639.25
892.9,2,3.0,47.1,36.5168,-123.5939,Z123,260241.62
2079.1,1,2.0,30.7,39.5347,-122.5975,Z123,457826.98
1895.8,3,1.5,14.3,37.56,-121.49,Z118,555733.34
1812.1,3,4.5,12.9,38.9757,-119.6352,Z120,396426.69
1814.2,2,5.0,31.9,35.2823,-115.3175,Z109,458869.85
1493.9,1,2.0,4.2,32.8073,-119.086,Z116,379682.98
1051.4,7,1.5,51.4,32.7769,-117.655,Z128,390399.07
1537.9,4,3.5,13.9,41.4564,-120.0275,Z105,397035.27
1161.4,7,3.5,29.9,41.4731,-115.3643,Z108,412149.52
1987.6,4,2.5,20.7,34.5072,-117.5425,Z127,533221.71
1426.5,2,3.0,22.0,33.9009,-123.5484,Z129,415842.34
1087.3,2,1.0,40.2,32.6723,-119.4862,Z116,270100.42
1339.3,4,4.5,29.6,34.6969,-115.814,Z117,303690.55
1706.5,2,1.0,8.6,35.6763,-116.7966,Z113,404908.29
1218.1,5,1.0,2.3,34.7918,-114.9942,Z122,332177.73
1088.9,4,2.5,55.0,40.0751,-122.1095,Z105,359825.17
1621.8,1,2.0,64.9,39.6196,-114.2397,Z125,411648.07
1622.5,1,1.0,5.4,33.2696,-121.5067,Z110,482612.36
1246.5,4,3.5,11.1,39.1246,-123.9731,Z118,365278.63
1264.5,2,4.0,10.0,37.4456,-119.2954,Z115,291972.68
1616.0,2,2.0,83.2,33.7556,-123.3414,Z101,392263.19
776.0,5,1.0,6.9,39.5256,-117.3462,Z106,317777.59
796.3,3,2.5,5.5,33.3174,-115.0442,Z125,260369.66
1140.8,4,3.5,6.0,34.1829,-114.8259,Z125,332598.7
1393.3,1,2.0,39.3,33.9177,-118.1261,Z120,301365.52
1655.5,2,2.0,65.7,41.4208,-118.8797,Z105,373385.24
2237.7,3,3.5,15.0,39.1325,-114.0631,Z114,524964.52
1928.8,3,2.5,4.4,36.4072,-118.416,Z124,531620.8
1420.0,2,1.0,26.4,40.3109,-114.7617,Z112,394150.15
1490.5,3,1.5,7.1,34.5516,-114.8758,Z106,424585.91
998.7,2,3.0,2.0,41.3454,-121.4601,Z119,335399.21
1490.7,2,1.0,65.2,39.1215,-124.3556,Z126,330299.9
1355.7,4,4.5,61.4,37.816,-119.8887,Z124,402748.7
1661.4,4,1.5,111.8,40.0492,-115.4556,Z102,455925.82
1086.4,1,3.0,19.3,38.6254,-115.7206,Z114,226587.36
1759.7,4,2.5,10.4,40.9275,-118.1615,Z119,545801.85
2266.4,1,3.0,44.1,40.377,-122.8551,Z125,501202.31
1445.6,5,1.5,6.0,34.3794,-123.3703,Z102,441390.48
1700.9,1,1.0,8.4,34.7768,-114.4758,Z125,423625.33
1845.1,4,4.5,8.9,33.1184,-120.0753,Z126,496416.31
1299.4,3,1.5,90.9,34.5919,-117.6943,Z114,284666.81
1612.0,2,1.0,39.3,35.7631,-114.9884,Z127,433919.81
1506.3,2,3.0,4.3,32.7739,-115.3661,Z102,426437.42
1548.8,1,1.0,2.9,35.4921,-118.5475,Z127,360890.7
1113.5,2,2.0,55.5,39.8297,-119.377,Z114,271535.82
1512.3,1,1.0,48.6,40.4831,-116.7798,Z100,435616.77
1749.0,3,3.5,33.4,32.5843,-120.8287,Z120,455088.45
2225.6,1,1.0,6.5,32.5679,-117.9334,Z119,573380.05
1979.6,1,1.0,19.6,33.8899,-124.2569,Z110,457661.64
2576.6,2,3.0,27.7,40.7895,-115.8447,Z124,645414.08
1116.3,5,1.5,80.7,36.9581,-114.0207,Z103,290210.08
1936.2,6,3.5,5.6,41.8376,-114.4756,Z118,542028.67
1591.7,2,3.0,21.7,40.9296,-120.7211,Z121,381278.46
2594.9,3,4.5,5.2,40.9562,-118.9234,Z127,712451.61
1095.9,5,3.5,17.6,33.7205,-122.0197,Z127,387129.17
1080.1,5,3.5,6.7,37.0147,-121.3186,Z109,297585.62
1200.3,1,1.0,54.3,41.9391,-119.6979,Z126,318418.26
438.1,3,3.5,8.8,33.9159,-116.6557,Z120,107861.58
1237.1,3,2.5,16.2,37.9552,-124.3122,Z103,359164.64
1120.4,1,4.0,15.7,35.7707,-120.3654,Z115,301044.38
1575.2,1,1.0,60.4,36.1847,-118.6568,Z100,433963.18
1670.9,1,1.0,42.5,40.9625,-122.2406,Z126,466028.96
2438.1,3,1.0,1.8,38.0851,-123.676,Z112,508231.1
1975.2,2,2.0,2.1,39.7084,-118.8345,Z118,502083.19
1211.5,1,1.0,24.0,38.8957,-117.803,Z113,310389.08
1050.8,6,2.5,16.7,37.5256,-117.7695,Z112,274970.35
1746.0,1,2.0,9.7,40.0213,-120.7559,Z128,429284.07
839.9,1,1.0,47.2,41.722,-122.0077,Z103,295973.02
2415.7,3,1.0,4.1,41.6848,-122.1859,Z109,559852.45
2089.7,2,4.0,109.6,39.9998,-124.0745,Z126,557936.11
1265.4,2,3.0,0.7,37.1296,-122.5608,Z107,336649.81
643.4,6,2.5,3.8,34.05,-115.9046,Z108,304689.95
2176.9,3,1.0,11.2,32.9225,-124.468,Z113,536989.08
1442.7,1,1.0,21.3,34.6987,-124.0392,Z107,364380.45
2118.9,3,1.0,7.3,35.7325,-123.1663,Z124,555815.17
702.8,4,3.5,40.0,33.7336,-120.0875,Z125,356915.41
1200.3,1,2.0,13.3,34.6353,-120.9958,Z100,407259.36
